_id,role,menu[0].label,menu[1].label,menu[2].label,menu[3].label,menu[4].label,menu[0].path,menu[1].path,menu[2].path,menu[3].path,menu[4].path,menu[0].icon,menu[1].icon,menu[2].icon,menu[3].icon,menu[4].icon,menu[0].type,menu[1].type,menu[2].type,menu[3].type,menu[4].type,menu[0].status,menu[1].status,menu[2].status,menu[3].status,menu[4].status,menu[0].sequence,menu[1].sequence,menu[2].sequence,menu[3].sequence,menu[4].sequence,menu[1].subMenus[0].label,menu[1].subMenus[1].label,menu[1].subMenus[2].label,menu[1].subMenus[3].label,menu[1].subMenus[4].label,menu[3].subMenus[0].label,menu[3].subMenus[1].label,menu[3].subMenus[2].label,menu[3].subMenus[3].label,menu[1].subMenus[0].path,menu[1].subMenus[1].path,menu[1].subMenus[2].path,menu[1].subMenus[3].path,menu[1].subMenus[4].path,menu[3].subMenus[0].path,menu[3].subMenus[1].path,menu[3].subMenus[2].path,menu[3].subMenus[3].path,menu[1].subMenus[0].icon,menu[1].subMenus[1].icon,menu[1].subMenus[2].icon,menu[1].subMenus[3].icon,menu[1].subMenus[4].icon,menu[3].subMenus[0].icon,menu[3].subMenus[1].icon,menu[3].subMenus[2].icon,menu[3].subMenus[3].icon,menu[1].subMenus[0].status,menu[1].subMenus[1].status,menu[1].subMenus[2].status,menu[1].subMenus[3].status,menu[1].subMenus[4].status,menu[3].subMenus[0].status,menu[3].subMenus[1].status,menu[3].subMenus[2].status,menu[3].subMenus[3].status,menu[1].subMenus[0].sequence,menu[1].subMenus[1].sequence,menu[1].subMenus[2].sequence,menu[1].subMenus[3].sequence,menu[1].subMenus[4].sequence,menu[3].subMenus[0].sequence,menu[3].subMenus[1].sequence,menu[3].subMenus[2].sequence,menu[3].subMenus[3].sequence,__v
6811b30976f3e44a80bcd888,user,Dashboard,Document Upload,Auto Extraction,AI Generators,,/user-dashboard,/document-upload,/auto-extraction,/ai-generators,,🏠,📂,🤖,✨,,link,group,link,group,,Active,Active,Active,Active,,1,2,3,4,,Upload Customer PO,Upload Invoice,Upload COA,Upload Bank Statement,Upload TDS Form,Upload Template,Configure Section,Question Configuration,Proposal Wizard,/upload-customer-po,/upload-invoice,/upload-coa,/upload-bank-statement,/upload-tds-form,/upload-template,/configure-section,/configure-question,/proposal-wizard,📄,📑,🧾,🏦,📝,📝,📝,📝,🧠,Active,Active,Active,Active,Active,Active,Active,Inactive,Active,1,2,3,4,5,1,2,3,4,4
6811b30976f3e44a80bcd889,admin,Admin Dashboard,Manage Tenants,Manage Users,Manage Prompts,Manage Menus,/admin-dashboard,/admin/tenants,/admin/users,/manage-prompts,/admin/menus,🏠,📋,👤,⚙️,📝,link,link,link,link,link,Active,Active,Active,Active,Active,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
